agency,agency_name,id,use_case_name,agency_bureau,contact_email,is_withheld,development_stage,is_high_impact,HI_justification,topic_area,classification,problem_solved,benefits,system_outputs,operational_date,contracting_usage,vendor_name,have_ato,system_name_ato,data_description,link_to_data,has_pii,pia_url,demographic_features,has_custom_code,code_url,hi_testing_conducted,hi_assessment_completed,hi_potential_impacts,hi_independent_review,hi_ongoing_monitoring,hi_training_established,hi_failsafe_presence,hi_appeal_process,hi_public_consultation
NASA,National Aeronautics and Space Administration,NASA-742,Automating Data Stewardship for Temporary Account Reconciliation,HQ: Headquarters,agency-caio@mail.nasa.gov,No,Pre-deployment,Not High-impact,,Service Delivery,Classical ML,"This AI use case focuses on automating the manual review and verification process for temporary “write-in” accounts submitted by external users within NASA’s agency-wide enterprise Salesforce platform. When users cannot find their organization in the existing institutional database, they submit temporary account records that require data stewards to manually research, validate, and reconcile each entry—often spending up to 50 hours per week. By leveraging AI-driven entity matching, web verification, and metadata enrichment, this solution will significantly reduce manual effort, accelerate the onboarding of new organizations, and improve data accuracy. Automating this process enhances scalability, ensures compliance with data governance policies, and improves the end-user experience across all applications using the enterprise platform.","Given the large number of individuals and institutions that show interest in collaborating with NASA, we must ensure that records associated with specific entities remain clean, accurate, and traceable in order to enhance our ability to manage partnerships, track engagement trends, and support strategic outreach across the agency. STMD is championing this automation effort to streamline the reconciliation of temporary accounts, which is essential for maintaining the integrity of NASA’s enterprise-wide contact and organization data. This work not only supports STMD’s mission to accelerate the development and adoption of transformative space technologies through broader collaboration but also strengthens the agency’s ability to scale engagement efficiently and responsibly across academia, industry, and government.",Deduplication,,,,,,,,,,[],,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-743,Ask Tech Port,HQ: Headquarters,hq-techport@mail.nasa.gov,No,Pre-deployment,Not High-impact,,Service Delivery,Generative AI,"Ongoing development and enhancement of the NASA Technology Portfolio Management System (TechPort) ""AskTechPort"" generative AI tool. AskTechPort leverages the TechPort data set of over 18,000 current and historical NASA applied research and experimental development investments to answer questions about NASA's technology portfolio and capabilities. AskTechPort provides an interactive feature enabling users to inquire about NASA technology investment areas, maturity of those technologies, organizations developing those technologies, and where work is being performed.","TechPort sees an average of over 12,000 unique users each month. These users conduct over 250,000 searches each year of the NASA technology portfolio. The benefit of ""Ask Tech Port"" is a component that reduces the total time to search or retrieve the results of a data inquiry by 50%, providing interactive features that use natural language processing to provide a faster inquiry mechanism than historical faceted search techniques.",Interactive responses,,,,,,,,,,[],,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-744,Enhancements to T-Rex and D-Rex,HQ: Headquarters,hq-techport@mail.nasa.gov,No,Pre-deployment,Not High-impact,,Service Delivery,Classical ML,"Enhancement and further training of the NASA Technology Taxonomy and Target Technology Destination recommendation systems, known as T-Rex and D-Rex respectively. T-Rex and D-Rex are predictive AI models residing in the NASA TechPort system that help technologists more efficiently categorize technology using the NASA Technology Taxonomy and Target Technology Destinations. These models help ensure completeness of the categorization of technologies in the portfolio, and are used as verification and validation tools.","The NASA TechPort system catalogs over 2,000 technology investments made by the Agency each year. Technologists spend a significant amount of time manually categorizing technology project investments according to the NASA Technology Taxonomy and Target Technology Destinations. The benefit to the american public is improved model accuracy by more than 8% and the saving of over 330 hours of manual labor each year.",Predictions,,,,,,,,,,[],,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-214,AEGIS: Autonomous Exploration for Gathering Increased Science,JPL: Jet Propulsion Laboratory,agency-caio@mail.nasa.gov,No,Deployed,Not High-impact,,Science,Classical ML,"AEGIS enables intelligent targeting and data acquisition by planetary rovers. It uses computer vision techniques to identify targets (e.g., rocks) in wide angles images of the rover's surrounding terrain. If targets are found that match scientists specificiations, they are then measured autonomously using remote sensing instruments. AEGIS was first used on the MER Mission. It is currently in use on the MSL Mission to acquire data for the ChemCam instrument. It is planned for use in Spring of 2022 on the M2020 Mission to acquire data for the SuperCam instrument.","AEGIS enables intelligent targeting and data acquisition by planetary rovers. It uses computer vision techniques to identify targets (e.g., rocks) in wide angles images of the rover's surrounding terrain. If targets are found that match scientists specificiations, they are then measured autonomously using remote sensing instruments. AEGIS was first used on the MER Mission. It is currently in use on the MSL Mission to acquire data for the ChemCam instrument. It is planned for use in Spring of 2022 on the M2020 Mission to acquire data for the SuperCam instrument.","Recommendations of relevant objects, e.g., Mars rocks, for scientific examination.",01/01/2010 00:00:00,In-house Development,,No,Mars2020 Rover,wide angles images of the rover's surrounding terrain,,No,,[],Yes,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-215,Agile Science,JPL: Jet Propulsion Laboratory,agency-caio@mail.nasa.gov,No,Pre-deployment,Not High-impact,,Science,Classical ML,"This project seeks to enable agile science to be conducted by remote, autonomous spacecraft beyond range of low-latency human control.","Spacecraft systems will have to be able to conduct onboard analysis of sensor data & images to choose scientific targets of opportunity, conduct on-board prioritization, conduct geometric reasoning, and implement planning, scheduling, and execution. Future missions to primitive bodies and deep space exploration may have limited time to explore unknown targets and to react/adapt to new science opportunities.","choose scientific targets of opportunity, conduct on-board prioritization, conduct geometric reasoning, and implement planning, scheduling, and execution",,,,,,,,,,[],,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-217,ASPEN Mission Planner,JPL: Jet Propulsion Laboratory,agency-caio@mail.nasa.gov,No,Deployed,Not High-impact,,Science,Agentic AI,"Based on AI techniques, ASPEN is a modular, reconfigurable application framework which is capable of supporting a wide variety of planning and scheduling applications. ASPEN provides a set of reusable software components that implement the elements commonly found in complex planning/scheduling systems, including: an expressive modeling language, a resource management system, a temporal reasoning system, and a graphical interface.","ASPEN has been used for many space missions including: Modified Antarctic Mapping Mission, Orbital Express, Earth Observing One, and ESA's Rosetta Orbiter.",Plan and schedule recommendations to optimize Science from Scientific Sensors.,01/01/2002 00:00:00,In-house Development,,No,Multiple approved space-based systems,Scientific Sensors,,No,,[],Yes,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-221,CLASP Coverage Planning & Scheduling,JPL: Jet Propulsion Laboratory,agency-caio@mail.nasa.gov,No,Deployed,Not High-impact,,Science,Classical ML,"The Compressed Large-scale Activity Scheduling and Planning (CLASP) project is a long-range scheduler for space-based or aerial instruments that can be modeled as pushbrooms 1D line sensors dragged across the surface of the body being observed. It addresses the problem of choosing the orientation and on/off times of a pushbroom instrument or collection of pushbroom instruments such that the schedule covers as many target points as possible, but without oversubscribing memory and energy. Orientation and time of observation is derived from geometric computations that CLASP performs using the SPICE ephemeris toolkit.","CLASP allows mission planning teams to start with a baseline mission concept and simulate the mission's science return using models of science observations, spacecraft operations, downlink, and spacecraft trajectory. This analysis can then be folded back into many aspects of mission design -- including trajectory, spacecraft design, operations concept, and downlink concept. The long planning horizons allow this analysis to span an entire mission. Actively in use for optimized scheduling for the NISAR Mission, ECOSTRESS mission (study of water needs for plant areas), EMIT mission (mineralogy of arid dusty regions), OCO-3 (atmospheric CO2) and more as well as used for numerous missions analysis and studies (e.g. 100+).","Estimates of scientific mission outcomes / results, based on optimized scheduling of spacecraft and sensors.",01/01/2008 00:00:00,In-house Development,,No,Deployed on multiple remote sensing spacecraft,surface of the body being observed,,No,,[],Yes,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-223,Dynamic Targeting,JPL: Jet Propulsion Laboratory,agency-caio@mail.nasa.gov,No,Pre-deployment,Not High-impact,,Science,Agentic AI,"In this approach, called Dynamic Targeting (DT), traditional broad swath instruments are supplemented by more focused instruments with narrow swath and/or limited duty cycle. These instruments use tracking information from other instruments to rapidly and continuously adjust their targeting and configuration to optimize their science.","We aim to develop the onboard technology necessary to allow the instruments to autonomously identify critical areas of interest (e.g. plumes, thermal anomalies) or avoidance (e.g. clouds) and retarget/reconfigure to increase science productivity while accounting for instrument operations constraints such as pointing/slewing, energy, thermal, and setup. With DT, missions could control viewing geometry to extract stereo and smart instruments could autonomously track an event during an overflight to gain a more complete picture of geophysical and other events as they evolve through time and space. DT could even be used with a single instrument to map out the extent of a plume by tracing across the outer edge of the plume distinguishing between plume and non plume signals.","identify critical areas of interest (e.g. plumes, thermal anomalies) or avoidance (e.g. clouds)",,,,,,,,,,[],,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-225,Enhanced AutoNav for Perseverance Rover on Mars,JPL: Jet Propulsion Laboratory,agency-caio@mail.nasa.gov,No,Deployed,Not High-impact,,Science,Classical ML,"AutoNav on the Perseverance Rover autonomously plans a safe path based on stereo navigation camera images, based on multiple technologies including a tree search for decision making, Dijkstra algorithm for global path planning, stereo processing for 3D terrain reconstruction, and Approximate Clearance Evaluation (ACE) for safety checks.","AutoNav on the Perseverance Rover autonomously plans a safe path based on stereo navigation camera images, based on multiple technologies including a tree search for decision making, Dijkstra algorithm for global path planning, stereo processing for 3D terrain reconstruction, and Approximate Clearance Evaluation (ACE) for safety checks.",Recommended navigation path for Mars Rover.,07/01/2020 00:00:00,In-house Development,,No,Mars2020 Rover,stereo navigation camera images,,No,,[],Yes,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-227,Groundwater data interpolation in California’s Central Valley using multimodal data fusion and multivariate sequence-to-sequence transformation models,JPL: Jet Propulsion Laboratory,agency-caio@mail.nasa.gov,No,Pre-deployment,Not High-impact,,Science,Classical ML,We describe novel distributed Artificial Intelligence/Multi Agent algorithms to allocate observations in a constellation and compare their performance to centralized and highly distributed algorithms using realistic problem and orbit distributions.,We describe novel distributed Artificial Intelligence/Multi Agent algorithms to allocate observations in a constellation and compare their performance to centralized and highly distributed algorithms using realistic problem and orbit distributions.,compare their performance to centralized and highly distributed algorithms using realistic problem and orbit distributions.,,,,,,,,,,[],,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-228,Hybrid On-Board and Ground-Based Processing of Massive Sensor Data (HyspIRI IPM),JPL: Jet Propulsion Laboratory,agency-caio@mail.nasa.gov,No,Pre-deployment,Not High-impact,,Science,Agentic AI,"Future space missions will enable unprecedented monitoring of the Earth's environment and will generate immense volumes of science data. Getting this data to ground communications stations, through science processing, and delivered to end users is a tremendous challenge. On the ground, the spacecraft's orbit is projected, and automated mission-planning tools determine which onboard-processing mode the spacecraft should use. The orbit determines the type of terrain that the spacecraft would be overflying—land, ice, coast, or ocean, for instance. Each terrain mask implies a set of requested modes and priorities.","Future space missions will enable unprecedented monitoring of the Earth's environment and will generate immense volumes of science data. Getting this data to ground communications stations, through science processing, and delivered to end users is a tremendous challenge. On the ground, the spacecraft's orbit is projected, and automated mission-planning tools determine which onboard-processing mode the spacecraft should use. The orbit determines the type of terrain that the spacecraft would be overflying—land, ice, coast, or ocean, for instance. Each terrain mask implies a set of requested modes and priorities.",onboard-processing mode the spacecraft should use,,,,,,,,,,[],,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-232,Mars2020 Rover (Perseverance),JPL: Jet Propulsion Laboratory,agency-caio@mail.nasa.gov,No,Deployed,Not High-impact,,Science,Agentic AI,"Research, experiments, and engineering to empower future rovers with onboard autonomy; planning, scheduling & execution; path planning; onboard science; image processing; terrain classification; fault diagnosis; and location estimation.","Meta Search: Because the onboard scheduler will be invoked many times in a given sol (Martian Day) with a range of possible contexts (due to execution variations), its non backtracking nature leaves its vulnerable to brittleness. In order to mitigate this potential brittleness, the Copilot systems perform a monte carlo based stochastic analysis to set meta parameters of the scheduler - primarily activity priority but also potentially preferred time and temporal constraints.",Mission-priority-based recommendations for scheduling Mars2020 Rover activities.,07/01/2020 00:00:00,In-house Development,,No,Mars2020 Rover,terrain input,,No,,[],Yes,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-234,MLNav (Machine Learning Navigation),JPL: Jet Propulsion Laboratory,agency-caio@mail.nasa.gov,No,Deployed,"Presumed High-Impact, but Not High-impact",Low-speed engagements with terrain features on Mars; part of core mission parameters. Mars Rover cannot harm humans or impact rights.,Science,Classical ML,"Accelerates path planning of rovers and other types of vehicles through ML-based heuristics, while guaranteeing safety through conventional, model-based collision checking.","Accelerates path planning of rovers and other types of vehicles through ML-based heuristics, while guaranteeing safety through conventional, model-based collision checking.",Path planning recommendations for Mars2020 Rover,07/01/2020 00:00:00,In-house Development,,No,Mars2020 Rover,Real terrain data from Mars on ENav simulator,,No,,[],Yes,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-235,Neural network accelerated radiative transfer modeling,JPL: Jet Propulsion Laboratory,agency-caio@mail.nasa.gov,No,Pre-deployment,Not High-impact,,Science,Classical ML,Neural network accelerated radiative transfer modeling is intended to enhance efforts in the Earth Science domain.,"Specifically, JPL constructed a flexible radiative transfer model (RTM) that combines physics-based models and artificial neural networks with the intent of providing fast radiative transfer modeling for global imaging spectroscopy missions, as well as large-scale airborne campaigns (ABoVE, Western Diversity Time Series, FIREX-AQ, etc.)",fast radiative transfer modeling,,,,,,,,,,[],,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-237,Perseverance Rover on Mars - Terrain Relative Navigation,JPL: Jet Propulsion Laboratory,agency-caio@mail.nasa.gov,No,Deployed,Not High-impact,,Science,Classical ML,3D machine vision via dual cameras to inform convolutional neural networks for rover navigation path planning.,3D machine vision via dual cameras to inform convolutional neural networks for rover navigation path planning.,Real-time terrain-relative navigation recommendations.,02/18/2021 00:00:00,In-house Development,,No,Mars2020 Rover,camera input,,No,,[],Yes,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-240,Providing visualization tools and streamlining the detection and tracking of wildfire-induced smoke plumes during the Fire Influence on Regional to Global Environments and Air Quality (FIREX-AQ) mission,JPL: Jet Propulsion Laboratory,agency-caio@mail.nasa.gov,No,Pre-deployment,Not High-impact,,Science,Computer Vision,Providing visualization tools and streamlining the detection and tracking of wildfire-induced smoke plumes during the Fire Influence on Regional to Global Environments and Air Quality (FIREX-AQ) mission is intended to enhance efforts in the Earth Science domain.,Specifically by providing a hybrid unsupervised/supervised data processing pipeline for data fusion and wildfire/smoke identification with unique classification products from multiple instruments for further structural understanding smoke/fire dynamics.,detection and tracking of wildfire-induced smoke plumes,,,,,,,,,,[],,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-241,SCOTI (Scientific Captioning of Terrain Images),JPL: Jet Propulsion Laboratory,agency-caio@mail.nasa.gov,No,Pre-deployment,Not High-impact,,Science,Computer Vision,"SCOTI (Scientific Captioning of Terrain Images) automatically generates natural language explanations of geological images taken by rovers. It uses ""show-attend-tell"" model consisting of CNN (Convolutional Neural Network) and LSTM (Long Short Term Memory), trained by scientist-genarated labels on MSL images.",SCOTI provides onboard data summarization thar would help the ground operation to selectively downlink high priority data under data bandwidth constraint.,natural language explanations of geological images taken by rovers,,,,,,,,,,[],,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-244,SPOC (Soil Property and Object Classification),JPL: Jet Propulsion Laboratory,agency-caio@mail.nasa.gov,No,Deployed,Not High-impact,,Science,Computer Vision,"Using a convolutional neural network (CNN), SPOC (Soil Property and Object Classification) takes rover images and classifies the terrain type (e.g., sand, soil) from visual appearance.",This ability enables rover to drive more safely.,"Terrain image classifications such as soil, sand, rock, etc.",07/01/2020 00:00:00,In-house Development,,No,Multiple approved space-based systems,"It is trained by labeled images from MER (Mars Exploration Rover), MSL (Mars Science Laboratory), and Mars 2020 rovers, annotated by tens of thousands of citizen scientsts through the AI4Mars project. SPOC deployed on MSL's ground operation system and onboard test on M2020 is being considered. SPOC is one of many inputs to navigation.",,No,,[],Yes,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-247,Trusted and exPlainable Artificial Intelligence for Saving Lives (TruePAL) Technology for First Responder Safety,JPL: Jet Propulsion Laboratory,agency-caio@mail.nasa.gov,No,Pre-deployment,Not High-impact,,Science,Classical ML,"Fatalities caused by emergency vehicle collisions are 4.8 times higher for emergency responders than the national average. The Trusted and exPlainable Artificial Intelligence for Saving Lives (TruePAL) project was funded by DOT to study the AI technology for saving first responders and roadside crews lives in and around active traffic. The TruePAL, an AI assistant, provides real-time warning of risks by analyzing the environment and traffic patterns to generate timely warning to drivers and roadside crews to avoid crashes. A deep neural network (DNN) is developed to detect and track vehicles, pedestrians, traffics signs, etc., and a Non-Axiomatic Reasoning System (NARS) to analyze the risk and provide prioritized warning messages. A mobile app with AI interface is developed to perform verbal communication with the first responders. The TruePAL AI assistant demonstrated real-time crash warning and human factor design capabilities using a CARLA simulator. The TruePAL project has developed cutting-edge AI tools: a Human-machine AI interface has potential to save lives for first responders and roadside crews.","Fatalities caused by emergency vehicle collisions are 4.8 times higher for emergency responders than the national average. The Trusted and exPlainable Artificial Intelligence for Saving Lives (TruePAL) project was funded by DOT to study the AI technology for saving first responders and roadside crews lives in and around active traffic. The TruePAL, an AI assistant, provides real-time warning of risks by analyzing the environment and traffic patterns to generate timely warning to drivers and roadside crews to avoid crashes. A deep neural network (DNN) is developed to detect and track vehicles, pedestrians, traffics signs, etc., and a Non-Axiomatic Reasoning System (NARS) to analyze the risk and provide prioritized warning messages. A mobile app with AI interface is developed to perform verbal communication with the first responders. The TruePAL AI assistant demonstrated real-time crash warning and human factor design capabilities using a CARLA simulator. The TruePAL project has developed cutting-edge AI tools: a Human-machine AI interface has potential to save lives for first responders and roadside crews.",timely warning to drivers and roadside crews to avoid crashes,,,,,,,,,,[],,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-249,Volcano SensorWeb,JPL: Jet Propulsion Laboratory,agency-caio@mail.nasa.gov,No,Retired,Not High-impact,,,,,,,,,,,,,,,,[],,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-449,TAPAS (Track Augmentation and Performance Analysis System),JPL: Jet Propulsion Laboratory,agency-caio@mail.nasa.gov,No,Pre-deployment,Not High-impact,,Science,Classical ML,"TAPAS is a tool for automating the comparison of DSN telemetry data, designed to help DSN operators find potential anomalies faster and more efficiently.","It has three autonomous functions: an automatic comparative analysis of a given track against a set of historical tracks, anomaly detection compared to a reference normal track, and statistical difference comparison between two given tracks. By using TAPAS, DSN operators can quickly identify discrepancies in the telemetry data and respond to them more effectively.",anomalies,,,,,,,,,,[],,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-450,Onboard Planner for Mars2020 Rover (Perseverance),JPL: Jet Propulsion Laboratory,agency-caio@mail.nasa.gov,No,Deployed,Not High-impact,,Science,Agentic AI,The M2020 onboard scheduler incrementally constructs a feasible schedule by iterating through activities in priority-first order.,"Research, experiments, and engineering to empower future rovers with onboard autonomy; planning, scheduling & execution; path planning; onboard science; image processing; terrain classification; fault diagnosis; and location estimation. This is a multi-faceted effort and includes experimentation and demonstrations on-site at JPL's simulated mars navigation yard.","When considering each activity it computes the valid time intervals for placement, taking into account preheating, maintenance heating, and wake/sleep of the rover as required. After an activity is placed (other than a preheat/maintenance or wake/sleep), the activity is never reconsidered by the scheduler for deletion or moving. Therefore the scheduler can be considered non backtracking, and only searches in the sense that it computes valid timeline intervals for legal activity placement.",07/01/2020 00:00:00,In-house Development,,No,Multiple approved space-based systems,terrain input,,No,,[],Yes,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-451,"SensorWeb: Volcano, Flood, Wildfire, and others.",JPL: Jet Propulsion Laboratory,agency-caio@mail.nasa.gov,No,Deployed,Not High-impact,,Science,Classical ML,The Sensor Web Project uses a network of sensors linked by software and the internet to an autonomous satellite observation response capability.,"This system of systems is designed with a flexible, modular, architecture to facilitate expansion in sensors, customization of trigger conditions, and customization of responses. This system has been used to implement a global surveillance program to study volcanos. We have also run sensorweb tests to study flooding, cryosphere events, and atmospheric phenomena. Specifically, in our application, we use low resolution, high coverage sensors to trigger observations by high resolution instruments. Note that there are many other rationales to network sensors into a sensorweb. For example automated response might enable observation using complementary instruments such as imaging radar, infra-red, visible, etc. Or automated response might be used to apply more assets to increase the frequency of observation to improve the temporal resolution of available data. Our sensorweb project is being used to monitor the Earth's 50 most active volcanos. We have also run sensorweb experiments to monitor flooding, wildfires, and cryospheric events (snowfall and melt, lake freezing and thawing, sea ice formation and breakup.)","Identification and labelling of terrain, climate and weather features",01/01/2003 00:00:00,In-house Development,,No,Multiple approved space-based systems,Sensor data,,No,,[],Yes,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-452,Mexec Onboard Planning and Execution,JPL: Jet Propulsion Laboratory,agency-caio@mail.nasa.gov,No,Pre-deployment,Not High-impact,,Science,Classical ML,"MEXEC is a lightweight, multi-mission software for activity scheduling and execution developed to increase the autonomy and efficiency of a robotic explorer. MEXEC was first created as a prototype demonstration for the Europa Clipper project as a potential solution to fail-operational requirements.","Instead of command sequences, MEXEC works with task networks, which include abstract representations of command behavior, constraints on timing, and resources required and/or consumed by the behavior. Using this knowledge on-board, MEXEC can monitor command behavior and react to off-nominal outcomes (e.g. CPU reset), reconstructing command sequences to continue spacecraft operations without jeopardizing spacecraft safety.",Activity Plan/Schedule,,,,,,,,,,[],,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-454,Requirement Alignment (REQAL),JPL: Jet Propulsion Laboratory,agency-caio@mail.nasa.gov,No,Pre-deployment,Not High-impact,,Science,NLP,Use NLP and large language Model (LLM) such as GPT or BERT to encode experiences of the personnel into a knowledge graph. Then train a graph neural network (GNN) to automatically match solicitations to experts in the organization.,Use NLP and large language Model (LLM) such as GPT or BERT to encode experiences of the personnel into a knowledge graph. Then train a graph neural network (GNN) to automatically match solicitations to experts in the organization.,solicitations,,,,,,,,,,[],,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-456,"Robust, Explainable Autonomy for Scientific Icy Moon Operations (REASIMO)",JPL: Jet Propulsion Laboratory,agency-caio@mail.nasa.gov,No,Pre-deployment,Not High-impact,,Science,Classical ML,This effort aims to improve the science yield and robustness of a wide range of NASA missions by increasing the level of flight-qualifiable autonomy that can be applied to such operations.,"Specifically, we are developing autonomy for onboard mission use that could detect, diagnose, and respond appropriately to anomalies (faults, failures degradations, or unexpected conditions) without the need to always drop into safe mode and call home.","Specifically, we are developing autonomy for onboard mission use that could detect, diagnose, and respond appropriately to anomalies (faults, failures degradations, or unexpected conditions) without the need to always drop into safe mode and call home.",,,,,,,,,,[],,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-708,"Global, Seasonal Mars Frost Maps",JPL: Jet Propulsion Laboratory,agency-caio@mail.nasa.gov,No,Deployed,Not High-impact,,Science,Classical ML,Global frost Martian maps derived from five remote sensing datasets and processed with tools like CNNs and other data science techniques. Publicly available on JMARS,"(1) Mars seasonal frost maps that can be used by other researchers, enabling more time on analysis rather than data collection. (2) Demonstration of a deeply collaborative effort between data scientists and physical scientists.","Near-global maps showing detections of seasonal frost in visible datasets (HiRISE, CTX) with associated uncertainties.",11/01/2024 00:00:00,In-house Development,,No,,"Visible images acquired from orbit of the martian surface. Some images were human-labeled, then used in training, validation, and testing of the CNN.",,No,,[],Yes,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-709,GenAI Agent for Interacting with Robots (https://github.com/nasa-jpl/rosa),JPL: Jet Propulsion Laboratory,01-laptop-voiced@icloud.com,No,Pilot,Not High-impact,,Science,Generative AI,ROSA is an AI agent that integrates with the ROS ecosystem to help develop and operate robots using natural language. It is able to read live telemetry data from robotics systems and formulate answers to user queries.,ROSA is an AI agent that integrates with the ROS ecosystem to help develop and operate robots using natural language. It is able to read live telemetry data from robotics systems and formulate answers to user queries.,answers to user queries,2023-08-01 00:00:00,In-house Development,,No,,live telemetry data from robotics systems,,No,,[],Yes,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-711,SLIM: Software Lifecycle Improvement & Modernization,JPL: Jet Propulsion Laboratory,agency-caio@mail.nasa.gov,No,Pilot,Not High-impact,,IT,Generative AI,"Use GenAI to help automate integration of software best practices, including adding appropriate documents, testing plans, tests, etc.","Use GenAI to help automate integration of software best practices, including adding appropriate documents, testing plans, tests, etc.",software best practices,2022-02-01 00:00:00,In-house Development,,No,,"documents, testing plans, tests, etc.",,No,,[],Yes,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-712,Using LLMS for Documents and Requirements Analysis,JPL: Jet Propulsion Laboratory,agency-caio@mail.nasa.gov,No,Pilot,Not High-impact,,Administrative functions,NLP,Use GenAI to analyze documents and improve the requirements development process,Use GenAI to analyze documents and improve the requirements development process,analysis,2024-10-01 00:00:00,In-house Development,,No,,"documents, testing plans, tests, etc.",,No,,[],Yes,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-715,Purchase Card Management System (PCMS),JPL: Jet Propulsion Laboratory,agency-caio@mail.nasa.gov,No,Deployed,Not High-impact,,Administrative functions,Classical ML,Purchase card application uses ML model to suggest if a purchase may be a taggable asset or a chemical.,Purchase card application uses ML model to suggest if a purchase may be a taggable asset or a chemical.,Metadata tagging recommendation,11/15/2018 00:00:00,In-house Development,,No,,purchase card transactions,,No,,[],Yes,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-716,New Technology and Software Reporting (NTR),JPL: Jet Propulsion Laboratory,agency-caio@mail.nasa.gov,No,Deployed,Not High-impact,,Administrative functions,Classical ML,"NTR application uses ML model to suggest a Technology Category (e.g. Aerospace, Robotics) for the new technology being reported","NTR application uses ML model to suggest a Technology Category (e.g. Aerospace, Robotics) for the new technology being reported",Category classification,08/22/2024 00:00:00,In-house Development,,No,,technology reports,,No,,[],Yes,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-797,AI Tool for Automatic Identification of Soliton Features in SWOT data,JPL: Jet Propulsion Laboratory,agency-caio@mail.nasa.gov,Yes - Disclosure Risk,Pre-deployment,Not High-impact,,IT,Classical ML,Automatically detect features of Soliton for scientists to study the ocean.,Must be faster than manual analysis of the SWOT data.,Predictions.,,,,,,,,,,[],,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-798,AI Based Digital Twin Interoporability Schema,JPL: Jet Propulsion Laboratory,agency-caio@mail.nasa.gov,Yes - Disclosure Risk,Pilot,Not High-impact,,Science,Reinforcement Learning,Using IEEE 2874 Spatial Web standard to implement a new Hyperspace Modeling Language (HSML) and Hyperspace Transaction Protocol (HSTP) to establish communications among heterogeneous simulation platforms.,Making collaboration of digital twins possible in different platforms.,Recommandation list.,,In-house Development,,No,,Omniverse and Unity digital twin objects data are uesed.,,No,,[],Yes,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-803,OCO2/3 Bad Pixel Map,JPL: Jet Propulsion Laboratory,agency-caio@mail.nasa.gov,No,Pre-deployment,Not High-impact,,Science,Classical ML,A machine learning approach is developed to improve the bad pixel map that masks damaged or unusable pixels in the imaging spectrometers of the Orbiting Carbon Observatory-2 and -3.,Improved science results.,Improvements in the data.,,,,,,,,,,[],,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-804,SpecTF Clouding Screening for Imaging Spectroscopy,JPL: Jet Propulsion Laboratory,agency-caio@mail.nasa.gov,No,Pre-deployment,Not High-impact,,Science,Classical ML,"A deep learning model for accurate, data-driven cloud detection in imaging spectroscopy data.",Improved science results.,Learns features of the data.,,,,,,,,,,[],,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-805,Decision Theoretic Planning,JPL: Jet Propulsion Laboratory,agency-caio@mail.nasa.gov,No,Pre-deployment,Not High-impact,,Science,Generative AI,Algorithms to plan and optimize different outcomes,Increase autonomy and efficiency.,Algorithms to plan and optimize different outcomes,,,,,,,,,,[],,,,,,,,,,,[]
